PRODUCT_NAME,DESCRIPTION,URL,PAGE_NO,tokenized_product_name,tokenized_description,TOKENIZED_PRODUCT_NAME,TOKENIZED_DESCRIPTION
Deploy Ansible Galaxy Collection,Builds and deploys a Collection to Ansible Galaxy,https://github.com/marketplace/actions/deploy-ansible-galaxy-collection,43,"['deploy', 'ansible', 'galaxy', 'collection']","['builds', 'deploys', 'collection', 'ansible', 'galaxy']","['deploy', 'ansible', 'galaxy', 'collection']","['builds', 'deploys', 'collection', 'ansible', 'galaxy']"
Pull Request Comment Branch,Gets the head ref and sha of a pull request comment,https://github.com/marketplace/actions/pull-request-comment-branch,43,"['pull', 'request', 'comment', 'branch']","['gets', 'head', 'ref', 'sha', 'pull', 'request', 'comment']","['pull', 'request', 'comment', 'branch']","['gets', 'head', 'ref', 'sha', 'pull', 'request', 'comment']"
Create Branch,Creates a branch,https://github.com/marketplace/actions/create-branch,43,"['create', 'branch']","['creates', 'branch']","['create', 'branch']","['creates', 'branch']"
Build Jekyll for GitHub Pages,A simple GitHub Action for producing Jekyll build artifacts compatible with GitHub Pages,https://github.com/marketplace/actions/build-jekyll-for-github-pages,43,"['build', 'jekyll', 'github', 'pages']","['simple', 'github', 'action', 'producing', 'jekyll', 'build', 'artifacts', 'compatible', 'github', 'pages']","['build', 'jekyll', 'github', 'pages']","['simple', 'github', 'action', 'producing', 'jekyll', 'build', 'artifacts', 'compatible', 'github', 'pages']"
Laravel Pint,Laravel Pint is an opinionated PHP code style fixer for minimalists,https://github.com/marketplace/actions/laravel-pint,44,"['laravel', 'pint']","['laravel', 'pint', 'opinionated', 'php', 'code', 'style', 'fixer', 'minimalists']","['laravel', 'pint']","['laravel', 'pint', 'opinionated', 'php', 'code', 'style', 'fixer', 'minimalists']"
Gigalixir Action,Deploy to Gigalixir,https://github.com/marketplace/actions/gigalixir-action,44,"['gigalixir', 'action']","['deploy', 'gigalixir']","['gigalixir', 'action']","['deploy', 'gigalixir']"
SkyWalking Event Reporter,Report GitHub workflow events to Apache SkyWalking,https://github.com/marketplace/actions/skywalking-event-reporter,44,"['skywalking', 'event', 'reporter']","['report', 'github', 'workflow', 'events', 'apache', 'skywalking']","['skywalking', 'event', 'reporter']","['report', 'github', 'workflow', 'events', 'apache', 'skywalking']"
Python Code Quality and Lint,"Supports Pylint, pycodestyle, Flake8, black, mypy and isort",https://github.com/marketplace/actions/python-code-quality-and-lint,44,"['python', 'code', 'quality', 'lint']","['supports', 'pylint', 'pycodestyle', 'flake8', 'black', 'mypy', 'isort']","['python', 'code', 'quality', 'lint']","['supports', 'pylint', 'pycodestyle', 'flake8', 'black', 'mypy', 'isort']"
Yarn install cache,1-liner yarn install cache for GitHub Actions,https://github.com/marketplace/actions/yarn-install-cache,44,"['yarn', 'install', 'cache']","['1-liner', 'yarn', 'install', 'cache', 'github', 'actions']","['yarn', 'install', 'cache']","['1-liner', 'yarn', 'install', 'cache', 'github', 'actions']"
clang-tidy review,Create a pull request review based on warnings from clang-tidy,https://github.com/marketplace/actions/clang-tidy-review,44,"['clang-tidy', 'review']","['create', 'pull', 'request', 'review', 'based', 'warnings', 'clang-tidy']","['clang-tidy', 'review']","['create', 'pull', 'request', 'review', 'based', 'warnings', 'clang-tidy']"
Setup Poetry,Set up your GitHub Actions workflow with a specific version of Poetry,https://github.com/marketplace/actions/setup-poetry,44,"['setup', 'poetry']","['set', 'github', 'actions', 'workflow', 'specific', 'version', 'poetry']","['setup', 'poetry']","['set', 'github', 'actions', 'workflow', 'specific', 'version', 'poetry']"
pkg-size-action,Report npm package size on pull-requests,https://github.com/marketplace/actions/pkg-size-action,44,['pkg-size-action'],"['report', 'npm', 'package', 'size', 'pull-requests']",['pkg-size-action'],"['report', 'npm', 'package', 'size', 'pull-requests']"
GitHub Action for vsce,Wraps the vsce CLI to be used in GitHub Actions,https://github.com/marketplace/actions/github-action-for-vsce,44,"['github', 'action', 'vsce']","['wraps', 'vsce', 'cli', 'used', 'github', 'actions']","['github', 'action', 'vsce']","['wraps', 'vsce', 'cli', 'used', 'github', 'actions']"
bumpr - Bump version when merging Pull Request with specific labels,"Bump version when merging Pull Request with specific labels (bump:major,bump:minor,bump:patch)",https://github.com/marketplace/actions/bumpr-bump-version-when-merging-pull-request-with-specific-labels,44,"['bumpr', 'bump', 'version', 'merging', 'pull', 'request', 'specific', 'labels']","['bump', 'version', 'merging', 'pull', 'request', 'specific', 'labels', 'bump', 'major', 'bump', 'minor', 'bump', 'patch']","['bumpr', 'bump', 'version', 'merging', 'pull', 'request', 'specific', 'labels']","['bump', 'version', 'merging', 'pull', 'request', 'specific', 'labels', 'bump', 'major', 'bump', 'minor', 'bump', 'patch']"
Deploy Docker to AWS (EC2),Deploy a Docker app to an AWS Virtual Machine (EC2) with Docker Compose,https://github.com/marketplace/actions/deploy-docker-to-aws-ec2,44,"['deploy', 'docker', 'aws', 'ec2']","['deploy', 'docker', 'app', 'aws', 'virtual', 'machine', 'ec2', 'docker', 'compose']","['deploy', 'docker', 'aws', 'ec2']","['deploy', 'docker', 'app', 'aws', 'virtual', 'machine', 'ec2', 'docker', 'compose']"
Workflow run cleanup action,Cancel previous runs of a workflow,https://github.com/marketplace/actions/workflow-run-cleanup-action,44,"['workflow', 'run', 'cleanup', 'action']","['cancel', 'previous', 'runs', 'workflow']","['workflow', 'run', 'cleanup', 'action']","['cancel', 'previous', 'runs', 'workflow']"
Surefire Report,"Report Surefire test results as annotations on Github Pull Request [junit, failsafe]",https://github.com/marketplace/actions/surefire-report,44,"['surefire', 'report']","['report', 'surefire', 'test', 'results', 'annotations', 'github', 'pull', 'request', 'junit', 'failsafe']","['surefire', 'report']","['report', 'surefire', 'test', 'results', 'annotations', 'github', 'pull', 'request', 'junit', 'failsafe']"
rust-tarpaulin,Gather Rust code coverage information with Tarpaulin,https://github.com/marketplace/actions/rust-tarpaulin,44,['rust-tarpaulin'],"['gather', 'rust', 'code', 'coverage', 'information', 'tarpaulin']",['rust-tarpaulin'],"['gather', 'rust', 'code', 'coverage', 'information', 'tarpaulin']"
Staticcheck,Run Staticcheck on your Go code,https://github.com/marketplace/actions/staticcheck,44,['staticcheck'],"['run', 'staticcheck', 'go', 'code']",['staticcheck'],"['run', 'staticcheck', 'go', 'code']"
Feed to Bluesky,Push ATOM/RSS feed updates to Bluesky via GitHub Actions,https://github.com/marketplace/actions/feed-to-bluesky,44,"['feed', 'bluesky']","['push', 'atom/rss', 'feed', 'updates', 'bluesky', 'via', 'github', 'actions']","['feed', 'bluesky']","['push', 'atom/rss', 'feed', 'updates', 'bluesky', 'via', 'github', 'actions']"
Python Coverage Comment,"Publish diff coverage report as PR comment, and create a coverage badge to display on the readme.",https://github.com/marketplace/actions/python-coverage-comment,44,"['python', 'coverage', 'comment']","['publish', 'diff', 'coverage', 'report', 'pr', 'comment', 'create', 'coverage', 'badge', 'display', 'readme']","['python', 'coverage', 'comment']","['publish', 'diff', 'coverage', 'report', 'pr', 'comment', 'create', 'coverage', 'badge', 'display', 'readme']"
Trigger Jenkins Multiple Jobs,Triggering Jenkins Job through the API,https://github.com/marketplace/actions/trigger-jenkins-multiple-jobs,44,"['trigger', 'jenkins', 'multiple', 'jobs']","['triggering', 'jenkins', 'job', 'api']","['trigger', 'jenkins', 'multiple', 'jobs']","['triggering', 'jenkins', 'job', 'api']"
Trigger Jenkins Job,Triggering Jenkins Job through the API,https://github.com/marketplace/actions/trigger-jenkins-job,44,"['trigger', 'jenkins', 'job']","['triggering', 'jenkins', 'job', 'api']","['trigger', 'jenkins', 'job']","['triggering', 'jenkins', 'job', 'api']"
Kubernetes Set Context,Set the context of a target Kubernetes cluster and export the kubeconfig which is used by subsequent actions,https://github.com/marketplace/actions/kubernetes-set-context,44,"['kubernetes', 'set', 'context']","['set', 'context', 'target', 'kubernetes', 'cluster', 'export', 'kubeconfig', 'used', 'subsequent', 'actions']","['kubernetes', 'set', 'context']","['set', 'context', 'target', 'kubernetes', 'cluster', 'export', 'kubeconfig', 'used', 'subsequent', 'actions']"
setup-git-credentials,Allow cloning private repositories,https://github.com/marketplace/actions/setup-git-credentials,45,['setup-git-credentials'],"['allow', 'cloning', 'private', 'repositories']",['setup-git-credentials'],"['allow', 'cloning', 'private', 'repositories']"
ZEIT Now Deployment,This action make a deployment with github actions instead of ZEIT Now builder,https://github.com/marketplace/actions/zeit-now-deployment,45,"['zeit', 'deployment']","['action', 'make', 'deployment', 'github', 'actions', 'instead', 'zeit', 'builder']","['zeit', 'deployment']","['action', 'make', 'deployment', 'github', 'actions', 'instead', 'zeit', 'builder']"
Django Security Check,Helps find and remediate common security vulnerabilities in your Django application,https://github.com/marketplace/actions/django-security-check,45,"['django', 'security', 'check']","['helps', 'find', 'remediate', 'common', 'security', 'vulnerabilities', 'django', 'application']","['django', 'security', 'check']","['helps', 'find', 'remediate', 'common', 'security', 'vulnerabilities', 'django', 'application']"
Notion x GitHub Action,Sync GitHub issues to a Notion database,https://github.com/marketplace/actions/notion-x-github-action,45,"['notion', 'x', 'github', 'action']","['sync', 'github', 'issues', 'notion', 'database']","['notion', 'x', 'github', 'action']","['sync', 'github', 'issues', 'notion', 'database']"
Orbit Deploy,Deploy an Orbit application,https://github.com/marketplace/actions/orbit-deploy,45,"['orbit', 'deploy']","['deploy', 'orbit', 'application']","['orbit', 'deploy']","['deploy', 'orbit', 'application']"
Create Blog from Markdown Files,This action allows you to create a blog from your markdown files and deploy to GitHub pages,https://github.com/marketplace/actions/create-blog-from-markdown-files,45,"['create', 'blog', 'markdown', 'files']","['action', 'allows', 'create', 'blog', 'markdown', 'files', 'deploy', 'github', 'pages']","['create', 'blog', 'markdown', 'files']","['action', 'allows', 'create', 'blog', 'markdown', 'files', 'deploy', 'github', 'pages']"
Get tag name,Gets current tag name and puts it into an environment variable GIT_TAG_NAME,https://github.com/marketplace/actions/get-tag-name,45,"['get', 'tag', 'name']","['gets', 'current', 'tag', 'name', 'puts', 'environment', 'variable', 'git_tag_name']","['get', 'tag', 'name']","['gets', 'current', 'tag', 'name', 'puts', 'environment', 'variable', 'git_tag_name']"
Setup ROS environment,Install system dependencies required to build ROS and ROS 2 packages,https://github.com/marketplace/actions/setup-ros-environment,45,"['setup', 'ros', 'environment']","['install', 'system', 'dependencies', 'required', 'build', 'ros', 'ros', '2', 'packages']","['setup', 'ros', 'environment']","['install', 'system', 'dependencies', 'required', 'build', 'ros', 'ros', '2', 'packages']"
Setup Perl environment,Setup a Perl environment and add it to the PATH,https://github.com/marketplace/actions/setup-perl-environment,45,"['setup', 'perl', 'environment']","['setup', 'perl', 'environment', 'add', 'path']","['setup', 'perl', 'environment']","['setup', 'perl', 'environment', 'add', 'path']"
Setup Git user,Sets the Git user and email to enable committing,https://github.com/marketplace/actions/setup-git-user,45,"['setup', 'git', 'user']","['sets', 'git', 'user', 'email', 'enable', 'committing']","['setup', 'git', 'user']","['sets', 'git', 'user', 'email', 'enable', 'committing']"
tfmermaid,Convert an output of Terraform graph to Mermaid s syntax,https://github.com/marketplace/actions/tfmermaid,45,['tfmermaid'],"['convert', 'output', 'terraform', 'graph', 'mermaid', 'syntax']",['tfmermaid'],"['convert', 'output', 'terraform', 'graph', 'mermaid', 'syntax']"
Dokku Deploy action,Deploy to a dokku instance using Github actions,https://github.com/marketplace/actions/dokku-deploy-action,45,"['dokku', 'deploy', 'action']","['deploy', 'dokku', 'instance', 'using', 'github', 'actions']","['dokku', 'deploy', 'action']","['deploy', 'dokku', 'instance', 'using', 'github', 'actions']"
Semver Release,Automatically create Semver compliant tags or releases based on PR labels,https://github.com/marketplace/actions/semver-release,45,"['semver', 'release']","['automatically', 'create', 'semver', 'compliant', 'tags', 'releases', 'based', 'pr', 'labels']","['semver', 'release']","['automatically', 'create', 'semver', 'compliant', 'tags', 'releases', 'based', 'pr', 'labels']"
Sync Tailscale ACLs,Push changes to Tailscale and run ACL tests in CI,https://github.com/marketplace/actions/sync-tailscale-acls,45,"['sync', 'tailscale', 'acls']","['push', 'changes', 'tailscale', 'run', 'acl', 'tests', 'ci']","['sync', 'tailscale', 'acls']","['push', 'changes', 'tailscale', 'run', 'acl', 'tests', 'ci']"
Run ESLint,Run ESLint on JavaScript files,https://github.com/marketplace/actions/run-eslint,45,"['run', 'eslint']","['run', 'eslint', 'javascript', 'files']","['run', 'eslint']","['run', 'eslint', 'javascript', 'files']"
Get Changed Files,Saves lists of changed files as JSON for use by other actions,https://github.com/marketplace/actions/get-changed-files,45,"['get', 'changed', 'files']","['saves', 'lists', 'changed', 'files', 'json', 'use', 'actions']","['get', 'changed', 'files']","['saves', 'lists', 'changed', 'files', 'json', 'use', 'actions']"
project beta automations,GitHub ProjectV2/Project-Beta automation. It supports management of status and custom fields,https://github.com/marketplace/actions/project-beta-automations,45,"['project', 'beta', 'automations']","['github', 'projectv2/project-beta', 'automation', 'supports', 'management', 'status', 'custom', 'fields']","['project', 'beta', 'automations']","['github', 'projectv2/project-beta', 'automation', 'supports', 'management', 'status', 'custom', 'fields']"
